Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Route 114,Seviper,336,1,1,1,20,24,Shed Shell,0,Uncommon
Route 114,Skorupi,451,1,1,1,25,28,Lansat Berry,1,Rare
Route 114,Surskit,283,1,1,1,20,24,Silver Powder,0,Common
Route 114,Swablu,333,1,1,0,20,22,Dragon Fang,0,Rare
Route 114,Zangoose,335,0,0,1,20,24,Quick Claw,1,Rare
Route 115,Clefairy,35,1,1,1,22,26,Moon Stone,1,Common
Route 115,Hoothoot,163,1,1,1,22,26,,0,Common
Route 115,Jigglypuff,39,1,1,1,22,26,,0,Common
Route 115,Misdreavus,200,0,0,1,22,26,Spell Tag,1,Uncommon
Route 115,Swablu,333,1,1,1,42,42,Dragon Fang,0,Rare
Route 115,Swellow,277,1,1,1,22,26,Lum Berry,0,Uncommon
Route 115,Taillow,276,1,1,1,22,26,Sitrus Berry,0,Common
Route 116,Abra,63,1,1,1,7,8,,0,Uncommon
Route 116,Joltik,595,1,1,1,10,13,,0,Rare
Route 116,Misdreavus,200,1,1,1,6,9,,0,Uncommon
Route 116,Nincada,290,1,1,1,6,9,,0,Rare
Route 116,Seedot,273,1,1,1,6,9,,0,Common
Route 116,Skitty,300,1,1,1,6,9,,0,Uncommon
Route 116,Taillow,276,1,1,1,6,9,,0,Common
Route 116,Zigzagoon,263,1,1,1,6,9,,0,Common
Route 117,Illumise,314,1,1,1,13,16,,0,Uncommon
Route 117,Marill,183,1,1,1,13,16,,0,Uncommon
Route 117,Oddish,43,0,0,1,13,16,,0,Common
Route 117,Poochyena,261,1,1,1,13,16,Pecha Berry,0,Common
Route 117,Roselia,315,1,1,1,13,16,Poison Barb,0,Uncommon
Route 117,Seedot,273,1,1,1,13,16,,0,Common
Route 117,Surskit,283,1,1,1,13,16,,0,Uncommon
Route 117,Togepi,175,1,1,1,13,16,,0,Rare
Route 117,Tympole,535,1,1,1,13,16,,1,Rare
Route 117,Volbeat,313,1,1,1,13,16,,0,Uncommon
Route 118,Absol,359,1,1,1,25,29,,1,Rare
Route 118,Aipom,190,1,1,1,25,29,,0,Uncommon
Route 118,Electrike,309,1,1,1,25,29,,0,Uncommon
Route 118,Kecleon,352,1,1,1,25,29,,0,Uncommon
Route 118,Linoone,264,1,1,1,22,22,Sitrus Berry,0,Uncommon
Route 118,Manectric,310,1,1,1,25,29,,0,Rare
Route 118,Raticate,20,1,1,1,25,29,,0,Common
Route 118,Wingull,278,1,1,1,25,29,,0,Common
Route 118,Zigzagoon,263,1,1,1,22,22,Oran Berry,0,Common
Route 119A,Gloom,44,1,1,1,32,38,,0,Common
Route 119A,Kecleon,352,1,1,1,32,38,Persim Berry,0,Uncommon
Route 119A,Linoone,264,1,1,1,32,34,Sitrus Berry,0,Common
Route 119A,Oddish,43,1,1,1,32,38,,0,Common
Route 119A,Poochyena,261,1,1,1,32,38,Pecha Berry,0,Common
Route 119A,Tropius,357,1,1,1,32,38,Nanab Berry,0,Uncommon
Route 119B,Gloom,44,1,1,1,32,38,,0,Common
Route 119B,Kecleon,352,1,1,1,32,38,Persim Berry,0,Uncommon
Route 119B,Linoone,264,1,1,1,32,34,Sitrus Berry,0,Common
Route 119B,Poochyena,261,1,1,1,32,38,Pecha Berry,0,Common
Route 119B,Tropius,357,1,1,1,32,38,Nanab Berry,0,Uncommon
Route 12,Bellsprout,69,1,1,0,32,34,,0,Common
Route 12,Gloom,44,0,0,1,32,34,,0,Common
Route 12,Oddish,43,0,0,1,32,34,,0,Common
Route 12,Pidgeotto,17,1,1,1,32,34,,0,Common
Route 12,Slakoth,287,1,1,1,32,34,,1,Uncommon
Route 12,Snorlax,143,1,1,1,35,38,Leftovers,0,Rare
Route 12,Tangela,114,1,1,0,32,34,,0,Common
Route 12,Weepinbell,70,1,1,1,32,34,,0,Common
Route 120,Ampharos,181,1,0,0,35,40,,0,Uncommon
Route 120,Flaaffy,180,1,0,0,35,40,,0,Common
Route 120,Mareep,179,1,0,0,35,40,,0,Common
Route 120,Nidoking,34,0,1,0,35,40,,0,Uncommon
Route 120,Nidoqueen,31,0,0,1,35,40,,0,Uncommon
Route 120,Nidoran F,29,0,0,1,35,40,,0,Common
Route 120,Nidoran M,32,0,1,0,35,40,,0,Common
Route 120,Nidorina,30,0,0,1,35,40,,0,Common
Route 120,Nidorino,33,0,1,0,35,40,,0,Common
Route 121,Aipom,190,1,1,0,35,40,,0,Uncommon
Route 121,Duskull,355,0,0,1,32,32,Kasib Berry,0,Uncommon
Route 121,Gloom,44,0,0,1,35,40,,0,Common
Route 121,Kecleon,352,1,1,0,35,40,Persim Berry,0,Uncommon
Route 121,Linoone,264,1,1,1,34,34,Sitrus Berry,0,Common
Route 121,Oddish,43,1,1,1,35,40,,0,Common
Route 121,Poochyena,261,1,1,1,35,39,Pecha Berry,0,Common
Route 121,Shuppet,353,0,0,1,25,25,Spell Tag,0,Uncommon
Route 121,Wingull,278,1,1,1,35,40,,0,Common
Route 123,Gloom,44,1,1,1,29,33,,0,Common
Route 123,Kecleon,352,1,1,0,29,33,,0,Uncommon
Route 123,Linoone,264,1,1,1,15,22,Sitrus Berry,0,Common
Route 123,Mightyena,262,1,1,1,29,33,Pecha Berry,0,Uncommon
Route 123,Oddish,43,1,1,1,29,33,,0,Common
Route 123,Pidgey,16,1,1,1,29,33,,0,Common
Route 123,Poochyena,261,1,1,1,29,33,Pecha Berry,0,Common
Route 123,Shuppet,353,0,0,1,29,33,Spell Tag,0,Uncommon
Route 123,Wingull,278,1,1,1,29,33,,0,Common
Route 13,Aipom,190,1,1,1,33,35,,1,Uncommon
Route 13,Bellsprout,69,1,1,0,33,35,,0,Common
Route 13,Ditto,132,1,1,1,33,35,Quick Powder,0,Rare
Route 13,Farfetchd,83,1,1,1,33,35,Stick,0,Uncommon
Route 13,Gloom,44,0,0,1,33,35,,0,Common
Route 13,Minccino,572,1,1,1,33,35,Shiny Stone,1,Rare
Route 13,Nidorina,30,0,1,0,33,35,,0,Common
Route 13,Nidorino,33,1,0,1,33,35,,0,Common
Route 13,Oddish,43,0,0,1,33,35,,0,Common
Route 13,Pidgeotto,17,1,1,0,33,35,,0,Common
Route 13,Venomoth,49,0,0,1,33,35,Silver Powder,0,Common
Route 13,Weepinbell,70,1,1,0,33,35,,0,Common
Route 14,Chansey,113,1,1,1,23,23,Lucky Punch,0,Rare
Route 14,Ditto,132,1,1,1,34,36,Quick Powder,0,Rare
Route 14,Farfetchd,83,1,1,1,34,36,Stick,0,Uncommon
Route 14,Fearow,22,0,0,1,26,26,,0,Common
Route 14,Hoppip,187,1,1,1,34,36,,0,Common
Route 14,Nidorina,30,1,1,0,34,36,,0,Common
Route 14,Nidorino,33,0,0,1,34,36,,0,Common
Route 14,Pidgeotto,17,1,1,0,34,36,Nocturnal Feather,0,Common
Route 14,Plusle,311,1,1,1,34,36,,1,Uncommon
Route 14,Skiploom,188,1,1,1,34,36,,0,Common
Route 15,Audino,531,1,1,1,30,31,Sitrus Berry,1,Rare
Route 15,Bellsprout,69,0,1,0,36,38,,0,Common
Route 15,Ditto,132,1,1,1,36,38,Quick Powder,0,Rare
Route 15,Farfetchd,83,1,1,1,36,38,Stick,0,Uncommon
Route 15,Gloom,44,0,0,1,36,38,,0,Common
Route 15,Minun,312,1,1,1,36,38,,1,Uncommon
Route 15,Nidorina,30,1,1,0,36,38,,0,Common
Route 15,Nidorino,33,0,0,1,36,38,,0,Common
Route 15,Oddish,43,0,0,1,36,38,,0,Common
Route 15,Pidgeotto,17,1,0,0,36,38,,0,Common
Route 15,Pidgey,16,1,0,0,36,38,,0,Common
Route 15,Tangela,114,1,1,0,36,38,,0,Common
Route 15,Venomoth,49,0,0,1,36,38,Silver Powder,0,Common
Route 15,Weepinbell,70,0,1,0,36,38,,0,Common
Route 16,Doduo,84,1,1,1,35,37,Sharp Beak,0,Common
Route 16,Grimer,88,1,1,1,35,37,Black Sludge,0,Common
Route 16,Koffing,109,1,1,1,20,22,Smoke Ball,0,Common
Route 16,Murkrow,198,0,0,1,35,37,Dusk Stone,0,Rare
Route 16,Pidgeotto,17,1,0,1,35,37,Nocturnal Feather,0,Common
Route 16,Pidgey,16,1,1,0,35,37,,0,Common
Route 16,Raticate,20,1,1,1,35,37,Sitrus Berry,0,Common
Route 16,Slugma,218,1,1,1,35,37,,0,Common
Route 16,Spearow,21,0,0,1,35,37,Sharp Beak,0,Common
Route 16,Trubbish,568,1,1,1,22,23,Nugget,1,Rare
Route 16,Weezing,110,0,1,0,20,22,Smoke Ball,0,Common
Route 17,Doduo,84,1,1,0,38,39,Sharp Beak,0,Common
Route 17,Fearow,22,1,1,1,38,42,Sharp Beak,0,Common
Route 17,Glameow,431,1,1,0,38,42,Cheri Berry,1,Uncommon
Route 17,Grimer,88,1,1,1,38,42,Black Sludge,0,Common
Route 17,Muk,89,1,1,1,38,42,Black Sludge,0,Common
Route 17,Ponyta,77,1,1,1,28,28,,0,Uncommon
Route 17,Raticate,20,0,0,1,38,38,Sitrus Berry,0,Common
Route 17,Rattata,19,0,0,1,30,30,Oran Berry,0,Common
Route 17,Slugma,218,1,1,1,38,42,,0,Common
Route 17,Spearow,21,1,1,0,38,42,Sharp Beak,0,Common
Route 17,Stunky,434,1,0,1,30,32,Smoke Ball,1,Uncommon
Route 18,Doduo,84,1,1,0,36,39,Sharp Beak,0,Common
Route 18,Fearow,22,1,1,0,36,40,Sharp Beak,0,Common
Route 18,Muk,89,1,1,1,36,40,Black Sludge,0,Common
Route 18,Murkrow,198,1,0,1,41,42,Dusk Stone,0,Rare
Route 18,Raticate,20,1,1,1,36,38,Sitrus Berry,0,Common
Route 18,Rattata,19,0,0,1,30,30,,0,Common
Route 18,Smeargle,235,1,1,1,36,40,,1,Rare
Route 18,Stantler,234,0,0,1,38,40,,0,Common
Route 2,Caterpie,10,1,1,0,5,7,,0,Common
Route 2,Kakuna,14,0,0,1,5,7,,0,Common
Route 2,Ledyba,165,1,1,0,5,7,,0,Common
Route 2,Metapod,11,1,1,0,5,7,,0,Common
Route 2,Noctowl,164,0,0,1,5,7,,0,Common
Route 2,Pidgey,16,1,1,1,5,7,,0,Common
Route 2,Snubbull,209,1,1,0,5,7,,0,Common
Route 2,Spinarak,167,0,0,1,5,7,,0,Common
Route 2,Weedle,13,0,0,1,5,7,,0,Common
Route 201,Bidoof,399,1,1,1,2,4,,0,Common
Route 201,Kricketot,401,1,1,1,2,4,,0,Uncommon
Route 201,Nidoran F,29,1,1,1,2,4,,0,Common
Route 201,Nidoran M,32,1,1,1,2,4,,0,Common
Route 201,Spritzee,682,1,1,1,2,4,,1,Rare
Route 201,Starly,396,1,1,1,2,4,,0,Common
Route 201,Swirlix,684,1,1,1,5,7,,0,Rare
Route 202,Bidoof,399,1,1,1,3,6,,0,Common
Route 202,Growlithe,58,1,1,1,3,6,,0,Uncommon
Route 202,Kricketot,401,1,1,1,3,6,,0,Uncommon
Route 202,Sentret,161,1,1,1,3,6,,0,Common
Route 202,Shinx,403,1,1,1,3,6,,0,Rare
Route 202,Starly,396,1,1,1,3,6,,0,Common
Route 202,Zigzagoon,263,1,1,1,3,6,,0,Common
Route 203,Abra,63,1,1,1,4,7,Twisted Spoon,0,Uncommon
Route 203,Aromatisse,683,1,1,1,4,7,Sachet,0,Rare
Route 203,Bidoof,399,1,1,1,4,7,,0,Common
Route 203,Kricketot,401,1,1,1,4,7,,0,Uncommon
Route 203,Riolu,447,1,1,1,8,8,Soothe Bell,1,Rare
Route 203,Shinx,403,1,1,1,4,7,,0,Rare
Route 203,Starly,396,1,1,0,4,7,Yache Berry,0,Common
Route 203,Zubat,41,0,0,1,4,7,,0,Common
Route 204,Bidoof,399,1,1,1,5,9,,0,Common
Route 204,Budew,406,1,1,0,5,9,,0,Uncommon
Route 204,Kricketot,401,1,1,1,5,9,,0,Uncommon
Route 204,Pineco,204,0,1,0,5,9,,0,Rare
Route 204,Psyduck,54,1,0,0,5,9,,0,Common
Route 204,Seedot,273,1,1,1,5,9,,0,Common
Route 204,Shelmet,616,1,1,1,5,9,,1,Rare
Route 204,Shinx,403,1,1,1,5,9,,0,Rare
Route 204,Starly,396,1,1,1,5,9,,0,Common
Route 204,Sunkern,191,1,1,0,5,9,,0,Common
Route 204,Zubat,41,0,0,1,5,9,,0,Common
Route 205,Audino,531,1,1,1,11,14,,1,Rare
Route 205,Bidoof,399,1,1,1,11,14,,0,Common
Route 205,Budew,406,1,1,0,11,14,Hondew Berry,0,Uncommon
Route 205,Cascoon,268,1,1,1,11,14,,0,Uncommon
Route 205,Cherrim,421,1,1,1,11,14,Tamato Berry,0,Uncommon
Route 205,Combee,415,1,1,1,11,14,Honey,0,Uncommon
Route 205,Dustox,269,1,1,1,11,14,,0,Uncommon
Route 205,Espurr,677,1,1,0,20,23,,1,Rare
Route 205,Hoothoot,163,0,0,1,11,14,,0,Common
Route 205,Misdreavus,200,0,0,1,11,14,,0,Uncommon
Route 205,Murkrow,198,0,0,1,11,14,,0,Rare
Route 205,Silcoon,266,1,1,1,11,14,,0,Uncommon
Route 205,Wurmple,265,1,1,1,11,14,,0,Common
Route 206,Blitzle,522,1,0,1,15,19,Cheri Berry,1,Rare
Route 206,Bronzor,436,1,1,1,15,19,,0,Uncommon
Route 206,Geodude,74,0,1,0,15,19,,0,Common
Route 206,Kricketot,401,1,1,1,15,19,,0,Uncommon
Route 206,Kricketune,402,1,1,1,15,19,,0,Uncommon
Route 206,Larvitar,246,1,1,1,15,19,,0,Rare
Route 206,Machop,66,1,1,1,15,19,,0,Common
Route 206,Ponyta,77,1,1,1,15,19,,0,Uncommon
Route 206,Stunky,434,1,1,1,15,19,,1,Uncommon
Route 206,Zubat,41,1,0,1,15,19,,0,Common
Route 207,Burmy,412,1,1,1,6,9,,0,Uncommon
Route 207,Geodude,74,1,1,1,6,9,Everstone,0,Common
Route 207,Gligar,207,0,0,1,6,9,,0,Rare
Route 207,Kricketot,401,1,1,1,6,9,,0,Uncommon
Route 207,Machop,66,1,1,1,6,9,,0,Common
Route 207,Phanpy,231,1,1,1,6,9,,0,Uncommon
Route 207,Ponyta,77,1,1,1,6,9,,0,Uncommon
Route 207,Zubat,41,0,0,1,6,9,,0,Common
Route 208,Dunsparce,206,1,0,0,17,22,,0,Common
Route 208,Gastly,92,0,1,0,17,22,,0,Common
Route 208,Gengar,94,0,1,0,17,22,,0,Uncommon
Route 208,Haunter,93,0,1,0,17,22,,0,Uncommon
Route 208,Kricketune,402,0,0,1,17,22,,0,Uncommon
Route 208,Lickilicky,463,1,0,0,17,22,,0,Uncommon
Route 208,Lickitung,108,1,0,0,17,22,,0,Uncommon
Route 208,Patrat,504,0,0,1,17,22,,0,Common
Route 208,Staraptor,398,0,0,1,17,22,,0,Uncommon
Route 209,Bibarel,400,1,1,1,17,21,,0,Common
Route 209,Bonsly,438,0,1,0,17,21,,0,Rare
Route 209,Chansey,113,1,1,1,17,21,,0,Rare
Route 209,Duskull,355,0,0,1,17,21,,0,Uncommon
Route 209,Gastly,92,0,0,1,17,21,,0,Uncommon
Route 209,Mime Jr.,439,1,0,1,17,21,,0,Rare
Route 209,Psyduck,54,1,1,0,17,21,,0,Common
Route 209,Ralts,280,1,1,1,17,21,,0,Rare
Route 209,Raticate,20,1,1,1,17,21,,0,Common
Route 209,Roselia,315,1,1,1,17,21,,0,Uncommon
Route 209,Staravia,397,1,1,1,17,21,,0,Uncommon
Route 209,Starly,396,1,1,1,17,21,,0,Uncommon
Route 209,Vulpix,37,1,1,1,17,21,,1,Uncommon
Route 209,Zubat,41,0,0,1,17,21,,0,Common
Route 21,Exeggutor,103,1,1,1,40,44,,0,Common
Route 21,Glameow,431,1,1,1,40,44,Cheri Berry,1,Uncommon
Route 21,Mime Jr.,439,1,1,1,40,44,Leppa Berry,1,Rare
Route 21,Mr. Mime,122,1,1,1,40,44,Leppa Berry,0,Rare
Route 21,Pidgeotto,17,1,1,1,40,44,,0,Common
Route 21,Pidgey,16,1,1,1,40,44,,0,Common
Route 21,Raticate,20,1,1,0,38,38,Oran Berry,0,Common
Route 21,Tangela,114,0,0,1,40,44,Miracle Seed,0,Common
Route 210,Bidoof,399,1,1,1,17,21,,0,Common
Route 210,Bonsly,438,1,1,1,17,21,,0,Rare
Route 210,Geodude,74,1,1,1,17,21,Everstone,0,Common
Route 210,Kricketune,402,1,1,1,17,20,,1,Uncommon
Route 210,Noctowl,164,1,1,1,17,21,,0,Common
Route 210,Slurpuff,685,1,1,1,17,20,,0,Rare
Route 210,Staravia,397,1,1,1,17,20,,0,Uncommon
Route 210,Starly,396,1,1,1,17,21,,0,Common
Route 210,Togepi,175,1,1,1,22,26,,0,Rare
Route 210 North,Bagon,371,1,1,1,25,29,,0,Rare
Route 210 North,Bibarel,400,1,1,1,25,29,,0,Common
Route 210 North,Hoothoot,163,1,1,1,25,29,,0,Common
Route 210 North,Machoke,67,1,1,1,25,29,,0,Common
Route 210 North,Machop,66,1,1,1,25,29,,0,Common
Route 210 North,Meditite,307,1,1,1,25,29,,0,Rare
Route 210 North,Noctowl,164,1,1,1,25,29,,0,Common
Route 210 North,Psyduck,54,1,1,1,25,29,,0,Common
Route 210 North,Scyther,123,1,1,1,25,29,,0,Rare
Route 210 North,Swablu,333,0,1,0,20,22,,0,Rare
Route 211,Bidoof,399,1,1,1,13,17,,0,Common
Route 211,Bronzor,436,1,1,1,13,17,,0,Uncommon
Route 211,Cherubi,420,1,1,1,13,17,,0,Common
Route 211,Chingling,433,1,1,1,13,17,,0,Uncommon
Route 211,Chingling,433,1,1,1,13,17,,0,Uncommon
Route 211,Hoothoot,163,0,0,1,13,17,,0,Common
Route 211,Machop,66,1,1,1,13,17,,0,Common
Route 211,Meditite,307,1,1,1,13,17,,0,Rare
Route 211,Ponyta,77,1,1,1,13,17,,0,Uncommon
Route 211,Skiddo,672,1,1,1,13,17,,0,Rare
Route 211,Swablu,333,0,1,0,13,17,,1,Rare
Route 211,Zubat,41,0,0,1,13,17,,0,Common
Route 212 North,Budew,406,1,1,1,22,26,Poison Barb,0,Uncommon
Route 212 North,Happiny,440,1,1,1,22,26,Oval Stone,0,Rare
Route 212 North,Marill,183,1,1,1,22,26,,0,Uncommon
Route 212 North,Minccino,572,1,1,1,22,26,Shiny Stone,0,Rare
Route 212 North,Oddish,43,1,1,1,22,26,,0,Common
Route 212 North,Ralts,280,1,1,0,22,26,Dawn Stone,0,Rare
Route 212 North,Roselia,315,1,1,1,22,26,Poison Barb,0,Uncommon
Route 212 North,Smeargle,235,0,0,1,22,26,,0,Rare
Route 212 North,Staravia,397,1,1,1,22,26,Yache Berry,0,Common
Route 212 North,Starly,396,1,1,1,22,26,Yache Berry,0,Common
Route 212 South,Bibarel,400,1,1,1,24,28,,0,Common
Route 212 South,Bidoof,399,1,1,1,24,28,,0,Common
Route 212 South,Buizel,418,1,1,1,24,28,Wacan Berry,0,Uncommon
Route 212 South,Croagunk,453,1,1,1,24,28,Black Sludge,0,Rare
Route 212 South,Kricketune,402,1,1,1,24,28,,0,Uncommon
Route 212 South,Roselia,315,1,1,1,24,28,Poison Barb,0,Uncommon
Route 212 South,Shellos,422,0,1,0,24,28,Rowap Berry,0,Rare
Route 212 South,Starly,396,1,1,1,24,28,Yache Berry,0,Common
Route 213,Absol,359,1,1,1,29,33,,0,Rare
Route 213,Buizel,418,1,1,1,24,28,,0,Uncommon
Route 213,Chatot,441,1,1,1,24,28,,0,Rare
Route 213,Inkay,686,1,1,0,20,22,,0,Rare
Route 213,Pelipper,279,1,1,1,24,28,,0,Common
Route 213,Quagsire,195,1,1,1,24,28,,0,Uncommon
Route 213,Shellos,422,1,1,1,24,28,,0,Rare
Route 213,Wingull,278,1,1,1,24,28,,0,Common
Route 213,Wooper,194,1,1,1,24,28,,0,Common
Route 214,Girafarig,203,1,1,1,23,27,,0,Common
Route 214,Gligar,207,1,1,1,23,27,,0,Rare
Route 214,Graveler,75,1,1,1,23,27,,0,Common
Route 214,Hippopotas,449,1,1,1,17,18,,0,Rare
Route 214,Kricketune,402,1,1,1,23,27,,0,Uncommon
Route 214,Maractus,556,1,0,1,23,27,,0,Rare
Route 214,Ponyta,77,1,1,1,23,27,,0,Uncommon
Route 214,Sudowoodo,185,1,1,0,23,27,,0,Rare
Route 214,Zubat,41,1,1,1,23,27,,0,Common
Route 215,Abra,63,1,1,1,21,25,Twisted Spoon,0,Uncommon
Route 215,Geodude,74,1,1,1,21,23,Hard Stone,0,Common
Route 215,Gligar,207,1,1,1,21,25,Iron Ball,1,Rare
Route 215,Helioptile,694,1,1,1,21,25,,0,Rare
Route 215,Houndour,228,1,1,1,21,25,Charcoal,0,Rare
Route 215,Kadabra,64,1,1,1,21,25,Twisted Spoon,0,Uncommon
Route 215,Kricketune,402,1,1,1,21,25,,0,Uncommon
Route 215,Lickitung,108,1,1,1,21,25,Lagging Tail,0,Uncommon
Route 215,Marill,183,1,1,1,21,25,,0,Uncommon
Route 215,Ponyta,77,1,1,1,21,25,,0,Uncommon
Route 215,Staravia,397,1,1,1,21,25,Yache Berry,0,Common
Route 216,Bergmite,712,1,1,1,33,37,,0,Rare
Route 216,Cubchoo,613,1,1,1,38,42,,0,Rare
Route 216,Graveler,75,1,1,1,33,37,,0,Common
Route 216,Machoke,67,1,1,1,33,37,,0,Common
Route 216,Noctowl,164,0,0,1,33,37,,0,Common
Route 216,Sneasel,215,1,1,1,33,37,,0,Rare
Route 216,Snorunt,361,1,1,1,33,37,,0,Uncommon
Route 216,Snover,459,1,1,1,31,35,,1,Rare
Route 216,Teddiursa,216,1,1,1,33,37,,0,Uncommon
Route 216,Teddiursa,216,1,1,1,33,37,,0,Uncommon
Route 216,Zubat,41,0,0,1,33,37,,0,Common
Route 217,Beartic,614,1,1,1,35,39,,0,Rare
Route 217,Bergmite,712,0,0,1,35,39,,1,Rare
Route 217,Castform,351,1,1,1,35,39,Icy Rock,0,Rare
Route 217,Delibird,225,1,1,1,35,39,,0,Common
Route 217,Furfrou,676,1,0,1,30,34,,1,Rare
Route 217,Piloswine,221,1,1,1,35,39,,0,Uncommon
Route 217,Sneasel,215,1,1,1,35,39,,0,Rare
Route 217,Snorunt,361,1,1,1,35,39,,0,Uncommon
Route 217,Snover,459,1,1,1,31,35,,1,Rare
Route 217,Swinub,220,1,1,1,35,39,,0,Common
Route 217,Vanillite,582,1,1,0,35,39,,1,Rare
Route 218,Chatot,441,1,1,1,28,31,,0,Rare
Route 218,Combee,415,1,1,1,28,31,Honey,0,Uncommon
Route 218,Ditto,132,1,0,1,28,31,Quick Powder,1,Rare
Route 218,Shellos,422,0,1,0,32,35,Rowap Berry,0,Rare
Route 218,Spoink,325,1,1,1,28,31,Tanga Berry,0,Uncommon
Route 218,Staravia,397,1,1,1,28,31,Yache Berry,0,Common
Route 218,Starly,396,1,1,1,25,28,Yache Berry,0,Common
Route 218,Timburr,532,1,0,1,32,35,,0,Rare
Route 218,Vespiquen,416,1,1,1,28,31,Poison Barb,0,Uncommon
Route 22,Doduo,84,1,1,0,3,5,Sharp Beak,0,Common
Route 22,Hoothoot,163,0,0,1,3,5,,0,Common
Route 22,Mankey,56,1,1,1,3,5,,0,Common
Route 22,Natu,177,1,1,1,3,5,,0,Common
Route 22,Nidoran F,29,1,1,0,3,5,,0,Common
Route 22,Nidoran M,32,1,0,1,3,5,,0,Common
Route 22,Poliwag,60,0,1,0,3,5,King's Rock,0,Common
Route 22,Spearow,21,1,1,1,3,5,Sharp Beak,0,Common
Route 221,Floatzel,419,1,1,1,28,32,,0,Rare
Route 221,Girafarig,203,1,1,1,28,32,,0,Common
Route 221,Roselia,315,1,1,1,28,32,,0,Uncommon
Route 221,Shellos,422,1,1,1,28,32,,0,Rare
Route 221,Skuntank,435,1,1,1,28,32,,0,Rare
Route 221,Stunky,434,1,1,1,28,32,,0,Uncommon
Route 221,Sudowoodo,185,1,1,1,28,32,,0,Rare
Route 221,Wingull,278,1,1,1,28,32,,0,Common
Route 222,Chatot,441,1,1,1,35,40,,0,Rare
Route 222,Electabuzz,125,1,1,1,35,40,Electirizer,0,Rare
Route 222,Floatzel,419,1,1,1,35,40,Wacan Berry,0,Uncommon
Route 222,Glameow,431,1,1,1,35,40,Cheri Berry,0,Uncommon
Route 222,Luxio,404,1,1,1,35,40,,0,Rare
Route 222,Magnemite,81,1,1,1,35,40,Metal Coat,0,Common
Route 222,Magneton,82,1,1,1,35,40,Metal Coat,0,Common
Route 222,Mr. Mime,122,1,1,1,35,40,Leppa Berry,0,Rare
Route 222,Pelipper,279,1,1,1,35,40,,0,Common
Route 222,Purugly,432,1,1,1,35,40,Cheri Berry,0,Uncommon
Route 222,Shellos,422,1,1,1,35,40,Rowap Berry,1,Rare
Route 224,Buizel,418,1,1,1,52,56,,0,Uncommon
Route 224,Bunnelby,659,1,1,1,5,14,,0,Rare
Route 224,Cherubi,420,1,1,1,52,56,,0,Common
Route 224,Duskull,355,1,0,1,52,56,Reaper Cloth,1,Uncommon
Route 224,Dustox,269,1,1,1,52,56,,0,Uncommon
Route 224,Gloom,44,1,1,1,52,56,,0,Common
Route 224,Hawlucha,701,1,1,1,30,34,King's Rock,1,Rare
Route 224,Pelipper,279,1,1,1,52,56,,0,Common
Route 224,Weepinbell,70,1,1,1,52,56,,0,Common
Route 225,Bibarel,400,1,1,1,24,28,,0,Common
Route 225,Bidoof,399,1,1,1,24,28,,0,Common
Route 225,Burmy,412,1,1,1,40,45,Spell Tag,0,Uncommon
Route 225,Fletchling,661,1,1,1,46,50,,0,Rare
Route 225,Murkrow,198,0,0,1,40,45,Dusk Stone,0,Rare
Route 225,Pidove,519,1,1,0,40,45,,0,Rare
Route 225,Ponyta,77,1,1,1,45,45,,0,Uncommon
Route 225,Rhyhorn,111,1,1,1,32,36,,0,Uncommon
Route 225,Roselia,315,1,1,1,40,45,,0,Uncommon
Route 226,Cubone,104,1,1,1,24,29,Thick Club,0,Uncommon
Route 226,Donphan,232,1,1,1,40,45,Passho Berry,0,Uncommon
Route 226,Fearow,22,1,1,1,40,45,Sharp Beak,0,Common
Route 226,Gligar,207,1,1,1,40,45,Razor Claw,0,Rare
Route 226,Machop,66,1,1,1,28,32,Payapa Berry,0,Common
Route 226,Onix,95,1,1,1,40,45,Ganlon Berry,0,Common
Route 226,Rufflet,627,1,1,1,40,45,,1,Rare
Route 227,Archen,566,1,1,1,27,31,Plume Fossil,0,Rare
Route 227,Donphan,232,1,1,1,40,45,Passho Berry,0,Uncommon
Route 227,Makuhita,296,1,1,1,40,45,Black Belt,0,Common
Route 227,Misdreavus,200,1,1,1,40,45,Spell Tag,0,Uncommon
Route 227,Onix,95,1,1,1,40,45,Ganlon Berry,0,Common
Route 227,Primeape,57,1,1,1,30,34,,0,Common
Route 227,Skarmory,227,1,1,1,40,45,Metal Coat,0,Rare
Route 227,Vullaby,629,1,1,1,40,45,,1,Rare
Route 228,Baltoy,343,1,1,1,40,45,Light Clay,0,Uncommon
Route 228,Cacnea,331,1,1,1,40,45,,0,Common
Route 228,Cacturne,332,1,1,1,40,45,,0,Common
Route 228,Drilbur,529,1,1,1,40,45,,1,Rare
Route 228,Hippopotas,449,1,1,1,14,18,Smooth Rock,0,Rare
Route 228,Rhyhorn,111,1,1,1,36,36,,0,Uncommon
Route 228,Sandslash,28,1,1,1,40,45,,0,Common
Route 228,Vibrava,329,1,1,1,46,50,,0,Rare
Route 229,Durant,632,1,1,1,46,50,Micle Berry,0,Rare
Route 229,Farfetchd,83,1,1,1,40,45,Stick,0,Uncommon
Route 229,Pansage,511,1,1,1,40,45,Occa Berry,0,Uncommon
Route 229,Persian,53,1,1,1,40,45,Quick Claw,0,Common
Route 229,Pinsir,127,1,0,1,27,32,,1,Rare
